Generation,Alive,AvgHealth,AvgHunger,Apples,AvgMaxQ,LeaderGenes
176895641.9614,6,49.172222222224924,-73.408333333326,15,5.232215364299106,44.1680032855746
176895641.9649,4,28.758333333336193,-105.11249999999157,15,7.848323046448659,44.1680032855746
176895641.9683,1,35.33333333333701,-89.99999999999022,15,9.03158930790228,0
176895641.9717,1,2.0000000000031193,-139.9999999999908,15,9.03158930790228,0
176895644.176,6,100,67.07500000000225,19,4.382085613128424,52.718498342018734
176895644.1795,6,100,20.058333333336765,18,5.070842117670126,52.718498342018734
176895644.1829,6,79.16111111111229,-29.94166666666305,18,5.070842117670126,52.718498342018734
176895644.1864,6,46.70555555555859,-79.94166666666071,18,5.070842117670126,52.718498342018734
176895644.1899,6,13.372222222225382,-129.9416666666601,18,5.070842117670126,52.718498342018734
176895644.1933,1,5.266666666669774,-142.0999999999945,18,5.674448010960444,0
176895646.3982,6,100,52.59166666666936,21,2.402661418333333,61.791523633610495
176895646.4017,6,100,2.5916666666702146,21,2.402661418333333,61.791523633610495
176895646.4051,6,68.39444444444625,-47.40833333332923,21,2.402661418333333,61.791523633610495
176895646.4086,6,35.061111111114805,-97.40833333332638,21,2.402661418333333,61.791523633610495
176895646.4121,6,1.7277777777808916,-147.40833333332907,21,2.402661418333333,61.791523633610495
176895648.6162,6,100,70.16666666666836,21,5.78719533989593,65.11801222000827
176895648.6197,6,100,28.108333333336702,19,5.78719533989593,65.11801222000827
176895648.6232,6,84.55000000000088,-21.891666666663173,19,5.78719533989593,65.11801222000827
176895648.6267,6,52.072222222224944,-71.89166666666118,19,5.78719533989593,65.11801222000827
176895648.6301,6,18.738888888892166,-121.89166666665953,19,5.78719533989593,65.11801222000827
176895648.6336,1,5.1333333333364415,-142.29999999999455,19,4.99,0
176895650.8385,6,100,66.2750000000023,16,3.9537684626741942,50.006900184247286
176895650.842,6,100,16.275000000003974,16,3.9537684626741942,50.006900184247286
176895650.8454,6,77.51666666666794,-33.724999999995866,16,3.9537684626741942,50.006900184247286
176895650.8489,6,44.1833333333365,-83.72499999999344,16,3.9537684626741942,50.006900184247286
176895650.8524,6,10.850000000003204,-133.72499999999343,16,3.9537684626741942,50.006900184247286
176895653.0572,6,100,90.09166666666722,19,0.8286816666666668,56.00236579446115
176895653.0607,6,100,44.63333333333648,17,1.6471023980431319,56.00236579446115
176895653.0641,6,96.66666666666686,8.608333333336532,14,2.468570497158321,56.00236579446115
176895653.0676,6,69.75555555555728,-41.39166666666228,14,2.468570497158321,56.00236579446115
176895653.0711,6,39.0722222222254,-91.39166666666,14,2.468570497158321,56.00236579446115
